"Timestamp","Please.indicate..in.the.box.below..that.you.are.at.least.18.years.old..have.read.and.understand.this.consent.form..and.you.agree.to.participate.in.this.online.research.study.","MFQ1","MFQ2","MFQ3","MFQ4","MFQ5","MFQ6","MFQ7","MFQ8","MFQ9","MFQ10","MFQ11","MFQ12","MFQ13","MFQ14","MFQ15","MFQ16","MFQ17","MFQ18","MFQ19","MFQ20","MFQ21","MFQ22","MFQ23","MFQ24","MFQ25","MFQ26","MFQ27","MFQ28","MFQ29","MFQ30","MFQ31","MFQ32","ICS1","ICS2","ICS3","ICS4","ICS5","ICS6","ICS7","ICS8","ICS9","ICS10","What.is.your.age..in.years..","What.is.your.sex.","Do.you.have.an.active.Twitter.account.","How.often.do.you.use.or.browse.Twitter.using.your.account...approximately.","Approximately.how.many.followers.do.you.have.","If.you.do.have.a.Twitter.account..to.what.degree.do.you.use.Twitter.to.post.or.retweet.about.political..social..or.economic.issues.that.are.important.to.you..Please.skip.this.question.if.you.do.not.have.an.active.Twitter.account.","If.you.do.have.a.Twitter.account..is.your.account.public.or.private..","Twitter.username..the.exact.name.that.comes.after.....on.your.twitter.profile..","Worker.ID","Probably_fake","response_ID","Harm","Fairness","Loyalty","Authority","Purity","ICS_score"
"4/29/19 15:58","I agree to participate.",3,4,2,2,2,0,3,3,2,1,3,4,4,2,4,1,4,4,3,3,3,5,1,3,2,0,0,3,0,2,4,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,25,"Female","Yes","At least once a day","100 to 200",2,"Private","","A3BPTARPGHYU1N","",1040,18,18,13,14,10,-6
"4/29/19 15:58","I agree to participate.",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,25,"Male","Yes","two to three times per day","100 to 200",6,"Public","gingflower","A1RAMKQ7DTZSY9","",1041,18,18,18,18,18,10
"4/29/19 15:58","I agree to participate.",5,5,3,4,5,1,5,5,5,4,5,5,5,5,5,5,5,5,2,5,5,5,4,5,4,5,5,5,3,5,5,5,-1,-1,-1,-1,-1,1,1,-1,-1,1,27,"Female","Yes","two to three times per week","less than 100",2,"Public","eirvin09","A1OK6MLE9277O6","",1042,29,28,24,28,30,-4
"4/29/19 15:58","I agree to participate.",4,5,1,1,1,0,2,5,1,1,1,4,5,1,2,0,3,5,1,3,1,5,3,5,4,1,1,2,3,2,5,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,59,"Male","Yes","less than once per week","less than 100",1,"Private","","A19KF02ULCISTQ","",1043,18,28,10,13,5,-8
"4/29/19 15:58","I agree to participate.",4,4,1,1,0,0,4,4,2,1,0,5,5,3,4,0,3,4,0,0,0,5,5,4,2,2,0,0,4,3,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Male","Yes","two to three times per day","less than 100",2,"Public","Vaurok","A1SOQ9Q35SASE4","",1044,21,25,11,9,1,-8
"4/29/19 15:58","I agree to participate.",4,2,5,3,4,0,4,3,5,5,4,5,5,5,3,3,3,3,5,4,5,5,3,4,5,5,5,2,1,3,4,4,1,1,1,1,1,1,1,1,1,1,30,"Male","Yes","less than once per week","less than 100",5,"Public","killabud","A17K1CHOI773VZ","",1045,21,18,28,24,25,10
"4/29/19 15:58","I agree to participate.",3,5,1,3,2,0,3,5,1,2,1,4,5,1,4,0,4,4,4,4,0,5,5,3,1,0,0,2,0,2,3,2,1,1,1,1,1,-1,-1,1,-1,-1,34,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A12FCLCVIM2CL3","",1046,21,22,10,16,5,2
"4/29/19 15:58","I agree to participate.",0,5,0,5,5,0,0,5,3,0,5,5,5,0,5,0,1,5,2,2,5,5,5,5,0,4,1,1,0,0,0,0,-1,-1,-1,-1,1,1,-1,1,-1,-1,29,"Female","Yes","two to three times per week","less than 100",3,"Public","DeeBeedee4","A3HZIPKSCYU7ZI","",1047,12,25,5,16,16,-4
"4/29/19 15:58","I agree to participate.",5,5,5,5,0,0,5,5,5,5,0,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,5,0,5,5,0,-1,-1,1,1,1,-1,-1,1,-1,-1,25,"Male","Yes","four to five times per week","400 to 500",7,"Private","","AT0ZDYO3A510P","",1048,30,25,30,30,5,-2
"4/29/19 15:58","I agree to participate.",5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,1,-1,-1,-1,-1,-1,-1,1,28,"Male","Yes","four to five times per day or more","100 to 200",7,"Private","","A3MZX2MU8NH4Q3","",1049,25,24,24,24,24,-6
"4/29/19 15:58","I agree to participate.",4,3,3,4,5,0,4,3,2,2,4,5,5,3,4,5,4,5,3,5,4,5,4,5,2,3,3,4,1,3,4,5,-1,-1,1,1,-1,-1,-1,-1,-1,1,29,"Female","Yes","less than once per week","less than 100",1,"Private","","A31MIOD1NTW06H","",1050,25,22,16,22,26,-4
"4/29/19 15:58","I agree to participate.",2,4,3,4,5,3,3,4,3,3,4,3,4,4,4,2,3,4,4,5,4,2,5,3,3,2,4,3,1,5,3,3,1,1,-1,1,-1,1,1,1,-1,1,29,"Female","Yes","four to five times per week","300 to 400",5,"Private","","A27QZEIX4V8TFI","",1051,19,20,22,21,22,4
"4/29/19 15:59","I agree to participate.",3,1,2,3,4,4,2,2,3,2,2,3,3,2,2,3,2,3,2,3,4,3,2,4,4,3,2,2,3,3,3,2,1,-1,-1,1,1,-1,1,1,1,-1,34,"Male","Yes","two to three times per day","300 to 400",5,"Private","Sarcastic_hubby","A20MO1430Z8C18","",1052,14,16,16,16,17,2
"4/29/19 15:59","I agree to participate.",4,5,2,3,4,0,4,4,2,2,3,4,5,2,5,2,5,5,4,4,3,5,4,5,4,3,2,4,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,73,"Male","Yes","less than once per week","less than 100",1,"Public","","A1KXYURHCYHKOL","",1053,25,28,18,21,17,-8
"4/29/19 15:59","I agree to participate.",4,4,2,2,4,2,2,2,2,1,4,1,4,2,4,1,4,4,1,4,2,5,5,5,1,4,4,2,5,3,4,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,33,"Male","Yes","less than once per week","less than 100",3,"Private","","A3TFKABX2WVOZ6","",1054,18,24,11,19,18,-6
"4/29/19 15:59","I agree to participate.",4,3,1,1,4,0,4,3,1,3,3,4,4,1,2,4,4,3,1,4,4,5,2,2,2,1,2,2,3,2,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","two to three times per week","less than 100",1,"Public","","A2MGH3MBXMKD96","",1055,20,18,8,14,21,-8
"4/29/19 15:59","I agree to participate.",3,5,1,1,0,0,4,4,2,1,2,5,5,1,3,0,4,4,1,5,0,5,4,3,0,0,0,2,4,2,3,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A37W3ZVEZMIH90","",1056,22,25,7,13,6,-8
"4/29/19 15:59","I agree to participate.",4,2,5,4,2,4,3,2,4,2,0,2,4,3,3,4,4,2,5,3,2,4,3,1,4,3,2,4,4,2,3,5,-1,-1,1,-1,-1,1,-1,-1,1,1,47,"Female","Yes","two to three times per day","more than 1000",6,"Public","","A1EAR8424WFLGO","",1057,20,15,23,18,15,-2
"4/29/19 15:59","I agree to participate.",3,2,4,4,3,3,2,3,2,4,4,3,3,4,3,3,3,3,3,2,2,4,3,3,3,2,3,4,3,2,3,3,1,-1,1,1,1,-1,-1,1,1,-1,22,"Male","No","less than once per week","",NA,"N/A (I do not have a Twitter account)","","A1W3QW2GKDBHWE","",1058,18,17,18,18,18,2
"4/29/19 15:59","I agree to participate.",4,4,2,4,3,0,4,4,3,3,3,5,4,3,4,1,3,3,3,5,1,5,5,3,3,3,4,5,0,0,4,1,1,1,1,1,1,1,1,1,-1,-1,36,"Female","Yes","less than once per week","less than 100",1,"Private","","A175X5H642OD4W","",1059,26,18,14,23,13,6
"4/29/19 16:00","I agree to participate.",5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,2,2,0,5,5,5,0,0,0,5,5,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,28,"Male","Yes","At least once a day","200 to 300",4,"Public","coords1306","AOTIV8H84F69E","",1060,30,30,2,2,0,-6
"4/29/19 16:00","I agree to participate.",4,4,0,1,0,0,5,5,1,0,0,5,5,0,2,0,4,5,1,2,0,5,5,3,1,0,0,4,3,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A12VQHPT0YHMIS","",1061,27,25,3,5,0,-10
"4/29/19 16:00","I agree to participate.",1,5,3,3,3,0,5,5,2,3,1,5,5,1,4,0,5,5,4,4,3,5,3,5,2,3,3,0,5,2,3,5,-1,-1,-1,1,1,1,1,-1,-1,-1,63,"Male","Yes","two to three times per week","less than 100",7,"Public","","A3P74FP62XNVYI","",1063,19,30,14,20,15,-2
"4/29/19 16:00","I agree to participate.",4,5,4,3,4,3,4,5,4,3,4,4,5,4,5,4,4,5,3,4,5,4,5,4,5,4,5,4,5,4,5,4,1,1,-1,-1,1,-1,1,-1,1,-1,33,"Female","Yes","two to three times per week","100 to 200",6,"Public","shanel","A2WYVQHISTEAQ9","",1064,25,29,24,24,26,0
"4/29/19 16:00","I agree to participate.",4,1,1,3,4,0,4,5,1,3,1,4,4,2,3,3,4,4,0,3,3,5,4,4,0,3,1,3,4,2,0,4,1,-1,1,-1,-1,1,-1,-1,-1,-1,27,"Male","Yes","two to three times per week","100 to 200",3,"Public","","A19DZAFFZEU6GN","",1065,23,22,6,15,16,-4
"4/29/19 16:00","I agree to participate.",3,4,3,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,4,5,4,4,3,4,4,4,5,5,4,4,4,3,-1,-1,-1,-1,-1,-1,-1,1,1,1,27,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","A1FYS4T8BCR1AT","",1066,22,23,21,24,23,-4
"4/29/19 16:00","I agree to participate.",2,3,0,1,3,0,2,1,0,1,0,2,4,1,2,0,5,5,2,3,1,4,2,4,3,4,0,5,5,0,4,3,1,-1,-1,-1,1,1,-1,-1,1,-1,37,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A20DBHCEPSXU4S","",1067,18,22,6,15,7,-2
"4/29/19 16:00","I agree to participate.",4,5,0,4,3,0,1,5,3,3,1,5,5,1,4,0,4,5,2,5,5,5,4,5,0,1,4,5,1,1,0,5,1,1,-1,-1,-1,-1,-1,1,-1,-1,26,"Male","Yes","two to three times per week","less than 100",1,"Public","GJishere27","A1PNQWE4UAI1P2","",1068,23,26,7,17,18,-4
"4/29/19 16:00","I agree to participate.",4,4,2,2,4,2,4,4,2,4,2,4,4,4,3,4,4,3,4,4,2,4,4,4,3,2,4,5,1,3,3,3,-1,-1,-1,-1,1,1,-1,-1,-1,-1,53,"Male","Yes","two to three times per week","less than 100",4,"Public","2121nick2121","A1IIDR9HLUB1MR","",1069,25,20,18,18,19,-6
"4/29/19 16:01","I agree to participate.",5,4,2,2,3,0,4,4,4,0,5,4,3,3,3,0,5,5,5,4,5,5,5,5,1,1,2,4,4,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","N/A","A3HH7T31PFH49C","",1070,27,25,16,11,19,-10
"4/29/19 16:01","I agree to participate.",5,4,0,2,1,0,5,4,4,1,2,5,4,1,5,0,5,4,3,2,2,5,4,2,1,2,1,1,0,2,2,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,32,"Male","Yes","four to five times per week","less than 100",1,"Public","","A27W025UEXS1G0","",1071,25,18,11,14,7,-6
"4/29/19 16:01","I agree to participate.",5,5,2,4,3,0,5,5,4,0,5,5,4,3,4,2,5,5,0,4,5,5,4,5,0,5,3,4,0,4,3,3,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,27,"Male","Yes","four to five times per day or more","more than 1000",4,"Public","Kdubsosolid","A5DC16SOZSECI","",1072,28,24,13,20,21,-8
"4/29/19 16:01","I agree to participate.",2,4,2,3,0,3,3,2,4,3,1,3,4,1,4,3,3,4,4,2,4,2,3,4,1,4,2,4,4,1,4,2,-1,-1,-1,1,-1,-1,1,-1,1,1,28,"Male","Yes","two to three times per day","100 to 200",5,"Public","","A36AB7LJRSNHQM","",1073,18,22,13,20,12,-2
"4/29/19 16:01","I agree to participate.",4,4,4,5,3,1,3,5,4,4,5,5,4,3,4,2,4,5,5,5,5,5,4,5,3,3,3,3,1,3,3,4,1,-1,1,-1,1,-1,-1,1,-1,-1,68,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A9YFEPJW62N8U","",1074,23,24,22,24,22,-2
"4/29/19 16:01","I agree to participate.",4,4,2,3,4,0,0,4,3,0,4,5,5,3,4,3,4,4,4,4,5,5,5,4,4,2,4,5,1,1,4,2,1,1,1,1,-1,1,1,-1,-1,-1,61,"Female","Yes","two to three times per week","less than 100",1,"Private","","AKVDK30EEV08C","",1075,23,22,17,17,22,2
"4/29/19 16:02","I agree to participate.",5,5,4,5,5,0,5,5,3,2,5,5,5,0,5,5,5,5,5,5,5,5,3,5,3,5,5,5,0,3,5,3,1,1,-1,-1,1,-1,-1,-1,-1,1,27,"Female","Yes","At least once a day","400 to 500",4,"Private","","A1ICWR931J4062","",1076,28,25,18,27,28,-2
"4/29/19 16:02","I agree to participate.",4,5,1,2,1,0,5,4,2,0,1,4,5,2,2,0,4,5,3,1,0,5,1,4,5,3,4,3,3,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,"Male","Yes","two to three times per week","less than 100",1,"Private","","A14EYTLSMJRPUK","",1077,21,26,14,13,6,-10
"4/29/19 16:02","I agree to participate.",4,3,1,4,4,1,3,3,2,3,1,3,3,3,4,1,3,3,1,4,2,5,5,3,1,1,3,4,1,2,2,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,38,"Female","Yes","At least once a day","less than 100",2,"Private","","A24Y3XGT70L7YC","",1078,22,16,10,18,14,-8
"4/29/19 16:02","I agree to participate.",4,4,2,3,3,1,4,4,4,3,2,4,4,3,4,2,5,5,3,3,3,4,5,3,3,1,3,5,3,3,3,2,-1,-1,-1,-1,-1,1,-1,1,-1,-1,26,"Female","Yes","At least once a day","200 to 300",4,"Private","","ADAQIHMKC6NVC","",1080,27,23,18,17,15,-6
"4/29/19 16:02","I agree to participate.",2,3,3,1,1,0,3,3,3,1,3,3,3,3,4,0,5,5,0,4,2,5,5,5,3,0,3,5,3,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,"Female","Yes","four to five times per day or more","more than 1000",7,"Public","lilycap","A27O2IILV3S5YS","",1081,23,22,15,13,10,-10
"4/29/19 16:02","I agree to participate.",4,5,0,1,1,0,5,5,2,3,4,5,5,1,5,0,4,5,3,3,4,5,5,5,3,2,1,4,5,2,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,60,"Male","Yes","two to three times per week","less than 100",7,"Public","DBAnthony58","A2BA753YMXLDAP","",1082,27,30,11,18,13,-10
"4/29/19 16:03","I agree to participate.",4,2,5,2,4,1,2,5,4,4,0,3,1,2,5,4,1,4,3,5,4,1,0,3,4,4,2,4,3,5,4,2,1,-1,-1,1,1,-1,-1,1,-1,1,26,"Male","Yes","At least once a day","300 to 400",7,"Public","cilliea","A3G50CZ5R70C36","",1083,14,18,23,24,16,0
"4/29/19 16:03","I agree to participate.",5,5,3,0,5,1,5,5,5,5,5,5,5,5,3,0,5,5,0,3,3,5,5,5,4,0,5,4,3,2,4,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A2GJYB46FWIB5Q","",1084,29,28,19,15,23,-8
"4/29/19 16:03","I agree to participate.",5,4,4,5,5,4,5,4,5,4,4,3,3,4,3,4,3,3,4,4,3,3,4,4,4,4,3,4,3,4,3,4,1,1,-1,1,1,-1,1,1,1,1,34,"Female","Yes","four to five times per day or more","more than 1000",7,"Public","watson231","AY9I16S873LKM","",1085,24,21,25,23,23,6
"4/29/19 16:03","I agree to participate.",4,3,3,4,4,4,4,3,4,4,2,4,3,4,4,4,4,4,4,3,3,3,4,4,3,3,4,3,3,3,3,4,1,1,-1,1,-1,1,-1,-1,1,-1,28,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","AJSOA5J0L6I3C","",1086,23,20,21,21,21,0
"4/29/19 16:03","I agree to participate.",5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,3,5,4,5,4,5,3,5,3,5,4,4,5,-1,1,1,-1,1,1,-1,-1,-1,1,34,"Female","Yes","At least once a day","300 to 400",7,"Public","liza sweety","A5Z7UYYPPK8DC","",1087,27,26,28,23,29,0
"4/29/19 16:03","I agree to participate.",4,5,0,4,0,0,4,5,3,0,0,5,5,2,5,0,5,5,0,4,0,5,5,5,3,0,0,5,1,1,4,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,29,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A15SUPIZ05ZFCD","",1088,28,26,9,17,0,-6
"4/29/19 16:03","I agree to participate.",4,4,3,4,4,3,4,3,3,3,4,2,4,3,4,3,4,3,4,4,4,3,4,3,4,3,4,3,4,3,4,3,-1,1,-1,1,1,1,1,-1,1,-1,29,"Female","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"N/A (I do not have a Twitter account)","","A2VWQNU4TQ7ECK","",1089,21,21,20,22,22,2
"4/29/19 16:03","I agree to participate.",3,4,2,4,4,4,4,2,4,1,4,2,3,4,4,3,4,2,4,1,2,3,3,3,2,3,2,2,4,3,2,3,1,-1,-1,-1,1,1,-1,-1,-1,1,54,"Male","Yes","At least once a day","300 to 400",4,"Private","","AO9AB5XLQ02FL","",1090,18,18,19,15,18,-2
"4/29/19 16:04","I agree to participate.",4,4,1,1,0,0,4,5,1,1,0,5,5,3,1,0,5,5,1,3,0,5,5,1,4,1,0,1,5,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39,"Male","Yes","two to three times per week","less than 100",1,"Public","","A4IH4CO046EV3","",1091,24,25,11,8,1,-8
"4/29/19 16:04","I agree to participate.",3,4,4,2,3,5,5,1,0,4,4,2,1,4,3,5,5,2,1,4,3,4,0,3,1,5,3,4,2,4,4,4,-1,1,1,1,-1,-1,1,1,-1,1,26,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A10BUVQRZHBG0I","",1092,19,13,14,22,22,2
"4/29/19 16:04","I agree to participate.",5,5,0,0,0,0,4,5,0,0,0,5,5,0,0,0,5,5,3,2,3,5,5,5,0,0,0,5,5,0,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61,"Female","Yes","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A20NITCOBY4775","",1093,29,30,3,5,3,-10
"4/29/19 16:04","I agree to participate.",5,5,0,1,0,0,4,5,1,1,0,5,5,1,2,0,5,5,1,3,1,5,5,5,1,3,0,0,0,1,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,"Male","Yes","four to five times per day or more","more than 1000",1,"Private","","A1YSYI926BBOHW","",1094,24,25,5,15,1,-8
"4/29/19 16:04","I agree to participate.",5,5,3,5,5,0,4,5,3,4,5,5,5,4,5,1,5,5,4,5,5,5,5,5,3,5,5,5,4,4,5,4,1,1,1,1,1,-1,-1,-1,1,1,27,"Male","Yes","two to three times per day","100 to 200",4,"Private","","A2FOUSWQDYHIE0","",1095,29,29,21,29,25,4
"4/29/19 16:05","I agree to participate.",5,2,2,0,4,0,5,4,4,0,3,3,0,2,0,3,5,2,4,2,2,5,4,4,3,4,0,0,0,2,5,1,1,-1,-1,1,1,1,-1,1,-1,-1,56,"Male","No","four to five times per day or more","less than 100",1,"N/A (I do not have a Twitter account)","","A6C3BRBILNO8X","",1096,22,12,17,11,13,0
"4/29/19 16:05","I agree to participate.",5,4,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,5,5,4,4,4,5,5,4,5,3,4,5,5,4,5,1,-1,1,1,-1,1,1,-1,1,1,25,"Male","Yes","four to five times per day or more","700 to 800",7,"Public","mark345","A1XVJDCZP6R7LU","",1097,25,26,25,24,23,4
"4/29/19 16:05","I agree to participate.",4,5,3,4,3,1,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,3,4,4,3,3,4,2,4,4,3,-1,-1,-1,1,-1,-1,-1,1,1,-1,28,"Male","Yes","two to three times per week","200 to 300",1,"Private","","A1QYGPU1NDUMWW","",1098,23,23,21,22,20,-4
"4/29/19 16:05","I agree to participate.",3,3,4,4,3,2,4,3,4,3,4,4,5,3,4,4,4,4,3,3,4,3,4,3,3,3,4,3,4,3,3,4,1,-1,1,-1,1,1,-1,-1,1,-1,26,"Male","No","N/A ( I do not have a Twitter account)","",NA,"N/A (I do not have a Twitter account)","","AL44289RBKXUT","",1099,22,22,20,20,23,0
"4/29/19 16:05","I agree to participate.",2,4,0,1,0,0,1,5,1,0,0,3,5,0,0,0,4,5,1,2,0,5,3,4,1,1,0,2,0,0,1,1,1,1,1,1,1,-1,-1,1,1,-1,24,"Male","Yes","less than once per week","less than 100",1,"Public","MarkForsythe","A25CFVQND4A0EV","",1100,15,23,3,5,1,4
"4/29/19 16:06","I agree to participate.",3,4,1,1,1,1,2,3,1,1,2,4,4,2,5,0,4,4,1,2,2,5,5,5,1,4,2,4,4,0,4,1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,53,"Male","Yes","two to three times per week","less than 100",2,"Public","genocarnera@phredphnerd","AJZT40UH0HWQ3","",1101,22,24,6,17,8,-6
"4/29/19 16:06","I agree to participate.",4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,4,3,4,4,3,4,4,4,4,4,3,4,4,3,1,-1,1,-1,1,1,1,1,1,1,1993,"Female","Yes","less than once per week","300 to 400",5,"Private","","A3EKLHAX2MF107","",1102,23,21,24,22,22,6
"4/29/19 16:06","I agree to participate.",4,2,4,4,3,2,4,2,2,4,4,4,2,1,5,3,4,3,2,4,3,3,2,1,3,2,4,3,2,5,4,4,1,-1,1,-1,1,1,1,1,-1,1,26,"Male","Yes","four to five times per day or more","more than 1000",5,"Public","Negus_Nyte23","A1CSHXVJJ8BPHH","",1103,21,12,17,23,21,4
"4/29/19 16:06","I agree to participate.",1,1,1,0,0,3,2,1,2,1,4,5,4,2,2,0,1,1,5,2,3,5,5,3,4,4,5,0,0,1,2,3,1,1,1,1,1,-1,1,1,1,1,30,"Male","Yes","less than once per week","less than 100",1,"Private","","A1Z8AOIDT5IV43","",1104,14,10,15,11,15,8
"4/29/19 16:06","I agree to participate.",5,4,5,4,5,5,5,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,5,5,4,5,5,4,5,4,5,-1,-1,1,-1,-1,-1,-1,-1,-1,1,35,"Male","Yes","four to five times per day or more","more than 1000",7,"Public","bisso george","A394B1YXZ1G9SI","",1105,30,26,28,26,28,-6
"4/29/19 16:07","I agree to participate.",4,5,4,5,5,4,5,4,3,4,5,4,5,5,4,4,4,5,4,5,5,4,5,4,4,5,4,3,4,5,4,3,1,1,1,1,1,1,1,1,1,1,29,"Male","Yes","two to three times per day","100 to 200",6,"Private","geobalh","A3D2WBADGT3GUA","",1106,25,27,25,27,26,10
"4/29/19 16:07","I agree to participate.",4,5,0,0,0,0,4,5,2,0,0,5,5,1,0,0,5,5,1,0,0,5,5,5,1,0,0,4,5,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,"Male","Yes","two to three times per week","less than 100",1,"Public","mastershmee","A3CXK1KSRGU27V","",1107,27,30,8,2,0,-10
"4/29/19 16:08","I agree to participate.",5,2,1,4,2,5,4,1,0,4,2,5,4,2,3,3,5,3,1,4,2,0,3,1,4,5,3,2,1,3,4,5,1,-1,-1,1,-1,-1,-1,1,-1,-1,26,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","AP0RCWBPNLA8Y","",1108,24,12,11,24,17,-4
"4/29/19 16:08","I agree to participate.",2,2,0,0,2,0,3,3,2,1,1,3,4,3,4,0,1,2,4,2,2,3,3,3,2,1,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,29,"Male","No","N/A ( I do not have a Twitter account)","less than 100",NA,"N/A (I do not have a Twitter account)","","AHIJACUG7ZL9B","",1109,13,15,12,9,12,10
"4/29/19 16:08","I agree to participate.",3,5,0,3,1,0,5,5,1,2,0,4,4,3,2,5,5,5,0,5,2,5,4,5,3,5,5,1,1,1,4,5,1,1,-1,1,-1,1,-1,1,1,1,57,"Female","Yes","four to five times per week","100 to 200, I do not wish to disclose this information.",1,"Private","","AADADWJIFVSB1","",1110,22,25,8,21,18,4
"4/29/19 16:08","I agree to participate.",4,5,1,0,0,0,4,4,1,4,0,4,5,2,3,0,5,5,2,1,2,5,5,5,1,0,1,4,5,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,"Female","Yes","two to three times per week","less than 100",6,"Private","","AOB5RZ3WSAZPS","",1111,26,29,7,9,3,-8
"4/29/19 16:08","I agree to participate.",4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,1,-1,1,-1,-1,1,-1,-1,30,"Male","Yes","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",1,"Private","","A212OY08MFDGU3","",1112,24,24,25,24,24,-4
"4/29/19 16:09","I agree to participate.",2,5,3,0,4,1,3,2,5,4,4,1,0,4,2,5,2,4,3,5,2,1,5,3,4,2,2,5,4,1,3,4,-1,1,-1,-1,1,1,1,-1,-1,-1,26,"Male","No","four to five times per day or more","500 to 600",7,"Public","","A2PT382MYCTXCU","",1113,18,18,20,16,21,-2
"4/29/19 16:09","I agree to participate.",1,4,2,4,5,0,2,4,1,3,1,3,4,2,1,4,2,4,1,4,2,5,0,1,4,3,4,1,0,1,4,2,-1,-1,1,-1,-1,-1,-1,1,-1,-1,27,"Male","No","N/A ( I do not have a Twitter account)","I do not wish to disclose this information.",NA,"N/A (I do not have a Twitter account)","","A1G187YBG0DVMQ","",1114,9,17,11,19,18,-6
"4/29/19 16:09","I agree to participate.",3,5,1,1,2,0,5,5,2,2,2,4,4,1,2,2,3,3,2,3,2,5,4,3,2,0,3,2,5,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,"Female","Yes","four to five times per day or more","less than 100",1,"Public","","A2JLNI234KEKKE","",1115,21,25,10,9,14,-10
"4/29/19 16:09","I agree to participate.",5,5,0,1,0,0,4,5,1,2,0,5,5,1,4,0,5,5,3,5,0,5,5,5,5,1,0,5,3,1,4,0,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,65,"Male","Yes","four to five times per week","less than 100",4,"Private","","APRZ7BR8C0ZMQ","",1116,29,28,11,17,0,-8
